x,y,z,px,py,pz
1.821715863846895544e-01,2.275033084973027364e+00,3.476169852655606185e-01,2.051081464299887580e-01,1.646079205799638456e-01,-2.138660316893632729e-01
-2.225061347949733315e-01,4.661167874544513978e-01,-8.074891783001351964e-02,-4.434921186643238089e-01,2.422613106946582551e-01,-9.049071457393130860e-03
-1.388764413982081614e+00,1.541726449963554124e+00,2.625226034368873806e-01,-2.558737152422926875e-01,-3.547433390994358428e-04,1.604559091074427291e-01
8.187571093672336986e-02,9.125246931108462745e-01,2.693536889593024525e-03,4.867376992574063976e-01,5.409280711623200011e-01,-3.389843697981470005e-01
3.314388975795519166e-01,-1.967746455231927649e-01,-5.694746105678269998e-01,1.608137669973727646e-01,1.910681243884367886e-01,3.210092115568378701e-01
2.417839710672089026e+00,3.274050007906776499e-02,-9.688411914589470930e-01,6.028467492775556602e-01,-3.348529837537079779e-01,7.051199754066020398e-02
2.253879506903309515e+00,-6.690663485145892375e-01,-1.294182051355874163e+00,-1.690319203640578971e-01,-4.473296895068846202e-01,3.636754144435930258e-01
-1.294528672157598592e+00,-2.698876437314248755e-01,-2.585724307346430328e-01,-6.651539650457490849e-01,-2.114028656438655673e-01,-2.562385874132998564e-01
-9.179707666262937327e-01,1.361853531162130260e+00,-1.246387559515374832e+00,1.426668397460902016e+00,3.561598463676916015e-01,-2.605940520709514319e-01
3.776724291189318405e-01,-1.890810011660019885e-01,2.002612366182082160e-01,-1.150342283693508660e+00,4.883396543730345041e-01,-1.206429546692295018e-01
-1.964157415499584169e-01,-2.623073208672519474e-01,-1.395914639876726093e-01,5.047890240255188399e-01,-8.735001269702504789e-01,2.492671565260456135e-01
5.621132684600465002e-01,-6.220537224672250121e-01,2.485940765490361193e-01,-5.783575457623605365e-01,4.736883072664229560e-02,-2.951307839025175128e-01
-1.384652214370009737e+00,5.352382139322886534e-01,-9.356237865977716506e-02,-6.331127732069515845e-01,3.215865828051177322e-02,1.176332889300423512e-01
7.294855046072418192e-02,-1.235691253490184494e+00,1.286642905658538505e-01,5.697953007065269526e-01,7.291837474676976516e-02,-1.544168802027149623e-01
6.226552932741438173e-01,2.558686985453998974e-01,2.647857435096872547e-01,7.344428939964181557e-01,-3.676153178256234555e-01,7.579275800183239709e-02
-5.327389507197156648e-01,-8.062392145843041980e-02,-5.962420569280063587e-01,1.890132180749262425e-01,-9.224450726524333066e-02,9.204246727922388294e-02
4.892919603531415557e-02,-2.534829876515303226e-01,1.244075738124965774e-01,-1.101269726192175696e-02,3.630568085803979606e-01,5.417790518833909968e-02
-1.825588803302320429e+00,6.178116135047031499e-01,-2.416906034309523887e-01,8.031896000074915110e-01,-7.188675133070017154e-01,2.789952172707059752e-01
-8.858572480744999478e-01,-1.145866143062125087e+00,-4.139076700200867154e-01,3.585755546632481416e-01,7.466669237754576527e-02,5.017254412536878982e-01
3.404918658341484217e-01,-9.104833364045594735e-02,-2.817561733509428654e-03,-3.628596770507868108e-01,1.765017430661038056e-01,-2.167469844378859534e-01
-7.681502245903759629e-01,-1.016204586476422422e+00,-2.180555391572213397e-01,1.538273341782676884e-01,7.717849630391930560e-02,-1.723080716636141985e-01
5.129395131924554541e-01,-3.549913483765625433e-01,-2.805134879671213402e-02,3.217760712150621316e-01,4.043416372329874386e-01,5.783521381067434630e-01
1.795303899080639587e+00,3.614756417960910406e-01,-7.875893149025728901e-01,-4.238409117207829202e-01,-8.879760056931185197e-02,1.245369331402666618e-01
1.435277380827212346e+00,-2.031325636690727077e+00,-1.746065663025867298e+00,1.247384564724491884e+00,9.276145706692853071e-03,-2.537543165161880165e-01
6.849860828025049475e-01,4.419042867285672971e-01,2.641999786705129805e-01,6.196167716071713238e-01,2.134117722479922097e-01,1.589518236407435892e-01
1.629412978162812775e-01,-6.963591842695014966e-01,5.347644855388116181e-01,7.002789220768368406e-01,-3.869748153579661842e-01,2.468738979326470795e-01
9.379331268436474911e-02,-5.807650586110159052e-01,8.235234482662423527e-01,-8.221843164844764296e-01,-3.099211450927489286e-01,1.076670384215710347e-01
-1.376022006619606497e+00,1.108280479909538929e+00,2.998872523615999652e-01,2.668068576248042723e-01,1.016507496634844465e-01,-2.878912104016735363e-01
9.395824238288773278e-02,6.997194957707266738e-01,-8.653301708959771493e-03,-3.013279877263933537e-01,3.754005938444441304e-01,-7.887231751100140520e-02
-1.379418889550779070e+00,-6.679505798861519184e-01,-4.635861119188759427e-01,4.703310128930071610e-01,9.964841037087661668e-01,2.100262789997346669e-02
-4.382466937134604779e-01,-7.831110838988235290e-02,-1.803557292619619168e-01,6.789316430265340818e-01,-1.858540539948681514e-01,2.248977169287586786e-01
1.162352142962182810e+00,-6.978498167685410758e-01,5.683779228302424658e-01,-5.140249866891970498e-01,2.431309952818900555e-01,-1.661239229374633364e-01
1.106426205769667909e-01,2.574008989759730137e-01,-7.315119230102448133e-01,1.727741257540508779e-01,-9.353999359472536801e-02,2.935375268319402875e-01
4.992518907981890672e-03,1.043226652075600835e+00,-5.329282194624397340e-01,8.594042048863859140e-01,7.018897950330982294e-01,-8.639199659906007800e-02
-6.062683717209540468e-01,-1.683063106712349599e+00,5.045333899908668318e-01,6.272212349558170530e-01,6.823919910485765072e-01,8.827571231239755845e-01
-4.040582911361833562e-01,1.409267137432300698e+00,3.707240197921198716e-02,6.499223777426725857e-01,2.701848348277824385e-01,2.232600991409389724e-01
1.092422143084308406e+00,1.198043474531864522e-01,5.079085259636045846e-01,6.843307052179740113e-01,-7.042914518168890137e-01,-3.808792146964516956e-01
-1.036933882077053060e+00,9.652618906531412746e-01,-1.271312002435129040e-01,-3.249061847093316913e-01,5.205286859176211367e-01,9.633203494087679841e-01
-1.144441762271887431e+00,-9.663007640559573286e-02,6.886823271609090469e-01,-6.750912272458507724e-02,-1.694386095686702676e-01,1.373001534126673702e-02
1.370918455364965149e+00,9.315696924705728632e-01,8.746839992290611487e-01,-3.187802289330468053e-01,6.571060849498704393e-01,2.987232831977433833e-01
-7.767133143115292349e-01,4.869221116521652570e-01,-7.114784302683697936e-02,-7.450034069863763486e-01,2.719965309577649371e-01,-2.325573280204189242e-01
-6.554605524604459887e-01,-6.356832389987183696e-01,4.985611649181280747e-01,1.865339824976569583e-01,-4.991531377969606886e-01,8.276292959754906475e-02
-1.755914425996142780e+00,4.980585490934471560e-01,-1.787436809206897070e-01,6.451188031652834720e-01,-1.912313836648813214e-01,-2.792597509302369163e-01
-1.067156201293776752e+00,-4.767423656091095419e-01,-1.031627050958965064e-01,5.043228211704684494e-01,8.237622199601744022e-01,1.146189817989726745e-01
-6.866295415261549628e-01,1.458646990170783031e+00,4.035844590110788110e-01,-7.576047031319030900e-01,5.242107952649277536e-01,-2.024658196880715910e-01
-2.657054834142523192e-01,1.613977842177615418e+00,1.454867708621795756e-02,5.329851125101134901e-01,6.256014947393092607e-01,4.242455546365206387e-02
-5.760006476186094737e-01,7.522606328912674611e-02,-1.979134518071466176e-01,7.448541109058414156e-01,-1.582200068440104898e-02,1.943609041260741244e-01
4.521260045548937123e-01,7.315587086408100737e-01,3.667553384422263529e-01,-8.452041762378577350e-02,3.181640384136757982e-01,-1.647194791658385393e-01
9.013363811581285301e-01,9.250505336246034327e-01,-4.099311810953149560e-01,4.809886655498593622e-01,-2.451886494352718548e-01,4.065659937242107058e-01
-8.298537486561967658e-01,-3.575035933478911687e-01,-5.801449825909128499e-01,4.167934164672594255e-01,1.304155887849776929e-01,-3.910261781472505575e-03
3.852460403044252746e-01,-3.851518166966430012e-01,1.714992693924684841e-01,1.613896948087444605e-01,1.320057806322711691e-01,3.413139078692477568e-01
-7.130804701301383108e-01,-6.113851058826201834e-01,1.680522243466242571e-01,2.767915419242208963e-01,-3.436554047303240489e-02,1.335393680396612104e-01
1.229513614083600354e-01,1.465290128805768477e+00,-6.952492213579440916e-01,6.710810980442565299e-01,-2.651943023217265272e-01,2.363154849879100794e-01
5.104979594225751427e-01,-2.866618140104825185e-01,8.020086708018829835e-01,1.387730167657618141e-01,-2.370802776367877951e-01,2.520648682301096510e-01
-1.940138236400069438e+00,1.346164290530506014e-01,3.625576544454986450e-02,-3.032724248410502699e-01,-2.897352130393869921e-03,-1.255150221687560130e-01
4.763904764990531393e-01,1.091382131085164131e+00,-3.141133881124200666e-01,5.442352080296328776e-01,-3.072113769539122630e-01,3.810073904048045246e-01
9.022482211659816898e-01,3.941949284092292616e-01,-7.175950182563826107e-01,5.679027503325477788e-01,-6.197225464882318846e-01,-8.544572741877219657e-02
-9.592544582926234575e-01,-3.919814658717086231e-01,-1.544769273439900170e-01,-7.734664783970255364e-01,4.727312225334461271e-01,-2.526935456447590433e-01
-8.370703755216760689e-01,7.920095927840613559e-01,2.634000219872155713e-01,-1.769365696433030932e-01,-3.821315760239354375e-01,1.337906358438862298e-01
1.927649611553704734e+00,1.184642620693047155e+00,7.219933936906623995e-01,-9.872181029934716801e-01,1.009661031382884933e-01,3.613521914525702483e-01
8.528731584156942214e-01,-8.426395167194506985e-01,-6.937991925385352809e-01,-7.330310358004285542e-02,-2.373360867341045288e-01,-2.280014672073813753e-01
-2.826029739443438604e-01,-4.648502225014746192e-01,-2.108867055455120321e-01,-7.080879233456456312e-01,-3.065759942786187020e-01,-1.764438484783263927e-01
-8.069398759225195894e-01,-4.402313793305506068e-02,-6.883366666905332831e-01,1.370408470232294118e-01,2.486659065795780443e-01,1.941717176247737264e-01
-4.652422426307398218e-02,-3.056522602724993098e-01,3.608268384047743638e-01,1.017246178064100226e+00,2.764954385679355142e-01,-2.674367638669838954e-01
1.338172747015729414e+00,1.523560993830272992e+00,-8.790224574892467890e-01,7.322205468910869541e-02,-2.519706913150810412e-01,-1.582317042516622196e-01
4.838851458510772807e-01,4.718445255208497113e-01,4.854541556172257133e-01,-5.309711713037092995e-01,5.336768378038070360e-02,2.826964717211949973e-01
1.320074793422123971e+00,7.052934738386515967e-01,3.169529734019403411e-01,-3.451427826000902366e-01,-1.473201930930515824e-01,3.697867536248927167e-01
-9.461791238512846647e-01,-2.937861604680014893e-01,4.819263152338503775e-01,2.370575242362481794e-01,-5.382455619295664073e-01,3.071866646251579236e-01
1.028077051779180268e-01,1.044650459231883266e+00,1.717629516439680426e-01,1.352420506934199906e-01,-1.602921457040600850e-01,-3.396972899153313241e-01
1.434786585283152061e+00,4.013751750954672737e-01,-7.307382695792429272e-01,-7.890717893126140969e-02,9.847437501045259722e-01,4.390024364587415406e-01
6.427894592778552463e-01,1.184770690364829404e+00,-8.452596453080136740e-01,-1.164005270274900694e-01,1.534252041066150596e-01,1.322245242301395562e-01
7.663852870197566114e-01,1.445085878914665889e-01,1.039233146412525954e+00,-3.207770304758723046e-01,3.085663905410500618e-01,-1.025541634042451411e-01
1.247403243541340245e+00,7.271207574764469994e-01,9.210543815772428422e-01,-1.384522493396414422e+00,-1.891580348509784570e-02,3.451777447347810779e-01
-1.325775931104013150e+00,8.880330714868412967e-01,-1.305395166672371765e+00,6.254577586983428583e-01,1.132396251542845678e-01,4.730478873879450652e-01
4.843915329204259157e-01,-6.637588344030672660e-01,7.030752370241416006e-03,2.471971797493191236e-01,-4.817702400173890509e-01,-2.013597407240189374e-01
9.474202968406436609e-01,-1.598455272329552534e-01,1.858002324244666381e-01,6.657285809466401139e-01,9.354022001614789583e-02,7.252495774254127947e-02
-1.594734349207880264e+00,9.690845125508158464e-01,-5.340305713235641294e-01,-4.048277588621248396e-02,-3.999935176715532226e-01,-5.990859403873896594e-02
-8.871438364031708490e-01,1.099906367728945344e+00,6.175476782756487981e-02,-6.932117061040834506e-03,1.626690192099640442e-01,1.603898387703446282e-01
-1.341622885937028276e+00,-4.171146957251236076e-01,3.786565038242166725e-01,4.508428776406360194e-01,-3.855518517706665316e-01,1.331491395247502707e-01
